dataset,decision_point,view,mutation_type,acc,nodes,jaccard,D,n_seeds,seeds_used,n_trials_total,tol,max_depth,nodes_min,baseline_acc_col,baseline_nodes_col,baseline_jaccard_col
production,p_30,overall,,0.5862068965517241,0.5161290322580645,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.1667,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.2,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.25,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.2727,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.3333,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.4286,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.4545,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.5,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.5556,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.5714,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.6,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.6667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.7143,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.9032258064516129,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.1667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.2,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.25,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.2727,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.3333,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.4286,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.4545,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.5,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.5556,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.5714,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.6,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.6667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.7143,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
production,p_30,overall,,0.5862068965517241,0.967741935483871,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
